name
account_exemptions_modify
account_exemptions_view
account_modify
account_view
aerodrome_modify
aerodrome_view
aerodrome_category_modify
aerodrome_category_view
aftn_config_modify
aftn_config_view
aircraft_type_modify
aircraft_type_view
aircraft_registration_modify
aircraft_registration_view
airspace_modify
airspace_view
amhs_config_modify
amhs_config_view
avg_mtow_factor_modify
avg_mtow_factor_view
aviation_invoice_generate
aviation_invoice_preview
aviation_invoice_recalculate
aviation_invoice_resolve
aviation_invoice_validate
certificate_template_modify
certificate_template_view
certificates_modify
certificates_view
charges_modify
charges_view
country_view
currency_modify
currency_view
enroute_charges_modify
enroute_charges_view
exempt_aircraft_type_modify
exempt_aircraft_type_view
exempt_flight_route_modify
exempt_flight_route_view
exempt_flight_status_modify
exempt_flight_status_view
flight_log_modify
flight_log_view
flight_modify
flight_schedule_modify
flight_schedule_view
flight_view
invoice_template_modify
invoice_template_view
invoices_modify
invoices_view
landing_charges_modify
landing_charges_view
nominal_route_modify
nominal_route_view
nonaviation_invoice_generate
nonaviation_invoice_prepare
nonaviation_invoice_preview
point_of_sale_access
radar_summary_modify
radar_summary_view
regional_countries_modify
regional_countries_view
registration_modify
registration_view
rejected_data_modify
rejected_data_view
remote_updates_modify
remote_updates_view
report_template_modify
report_template_view
reports_generate
role_modify
role_view
self_care_access
self_care_admin
service_charge_modify
service_charge_view
statistics_generate
statistics_template_modify
statistics_template_view
sys_config_modify
sys_config_view
transaction_modify
transaction_view
user_event_modify
user_event_view
user_modify
user_view
user_profile_view
user_profile_modify
utilities_schedule_modify
utilities_schedule_view
utilities_towns_modify
utilities_towns_view
wake_turbulence_category_view
zzzz_locations_modify
zzzz_locations_view
